#Ma	Ra	avg_velo[]	positive_stream_area_fraction[]
15.3285759652201	3065.7423952033023	1.4782942252851186	0.002549624012400795
14.493037098098394	2564.7365221373816	1.3855246378579946	0.0018096225742634951
12.731720511353789	1809.280416159595	1.209987098703398	0.0011549732433360801
7.443695108779235	646.8654459424433	0.737415819497658	0.0
-0.8891527397984791	-491.8072700235375	0.3725423037713523	0.001236975929958173
-2.4526146680515164	-1240.3406057458656	0.6410912734935549	0.0030525396381553844
-2.9098189247302892	-1463.5196928620612	0.6939457737014191	0.0031984741540388717
-3.2018036559329204	-1610.8571381074898	0.7252740331080219	0.0032732909883634686
-3.3686818629428936	-1709.3535710335445	0.7465401004841841	0.0032732909883634686
-3.6503753963508574	-1857.9271269169808	0.7742974050264311	0.003389021859352155
-3.780062196608888	-1922.7468052742497	0.7852233957392267	0.003389021859352155
