#Ma	Ra	avg_velo[]	positive_stream_area_fraction[]
3.082353020065879	100.0	0.41705310428830233	0.0
3.083251321384304	100.1	0.4171088154912345	0.0
3.084598762660864	100.24999960372801	0.41719239747990905	0.0
3.086619821805051	100.47499845107586	0.41731778629304017	0.0
3.089651221156949	100.81249585355204	0.41750591406266224	0.0
3.0941978928094187	101.31873999315012	0.41778820572324327	0.0
3.1010169343300875	102.07810175348918	0.4182118674513706	0.0
3.111243308504149	103.21713428318789	0.4188478619593642	0.0
3.126577897087371	104.92565999120427	0.4198029742197046	0.0
3.149568425444154	107.48839547823032	0.421238134101175	0.0
3.1840281144723104	111.33237551539469	0.42339638034520843	0.0
3.2356570613335394	117.09805584918409	0.4266458064632996	0.0
3.312958017317441	125.74588318724511	0.4315459651712776	0.0
3.428568737964627	138.71593040102687	0.43895108196284593	0.0
3.6011530196684425	158.1667634214289	0.45017024584466914	0.0
3.8579523715074506	187.33216874492166	0.46721132636904095	0.0
4.2378592394098735	231.05214964866698	0.49313099099386976	0.0
4.794087627891403	296.561396982865	0.5324607955388195	0.0
5.593508319779293	394.64491826692813	0.5914988303242783	0.0
6.706590878418847	541.3549543495978	0.6778870335509513	0.0
8.179973178157542	760.6099769250912	0.7985405505633617	0.0
9.990857944914158	1088.3114185293782	0.9554304462106786	0.0
12.004004727447658	1578.9724978581226	1.14038658228776	0.0008701883780716177
13.995699175301255	2316.077776881694	1.3346416542626813	0.001626003901758664
15.748634804841128	3425.3525685143745	1.548597636594065	0.0031638767712264303
15.226111830324736	3909.1068133396598	1.708120064184547	0.006095045075999441
13.939500587151276	4047.0427836261915	1.8367408349405496	0.006785158690368092
13.33055708293643	4070.522106599724	1.890293183157954	0.007100344742595054
13.013136845301824	4079.1915703026016	1.918249370669762	0.0072236702945102545
12.957163372846678	4080.030580947602	1.9230059849413241	0.007314506899887465
11.648305708725452	4077.601630898294	2.0324685450018483	0.0076900628834467456
11.623501532508179	4077.747638194898	2.0347319221970803	0.0076900628834467456
11.59429679922892	4077.188646244036	2.037122022459543	0.0075717879132334515
11.577112690899344	4076.6691827608634	2.0384581100100627	0.0077112443974687445
11.549375276118859	4075.990937533517	2.0406803352324645	0.0077112443974687445
11.46606986581898	4075.052237651559	2.0478051018750465	0.007705010331995605
11.385609783986364	4073.4464860628873	2.0544629901524956	0.00793834429118673
11.163194411313292	4071.235533904614	2.0739339361814975	0.0076918705451526825
11.03669887730959	4066.2557790153605	2.0837411902744547	0.007836117413306405
10.84796614703442	4061.2545117815816	2.0994913169330798	0.007851504339879321
10.20838238247211	4047.2344208502504	2.155655812300178	0.007819139804301144
9.949311170973779	4043.339947654013	2.179774462615409	0.007969259944106119
9.90404517365427	4041.142958348536	2.1834851039908743	0.007969259944106119
9.861548011779494	4038.580216520166	2.1868040416802086	0.008136536659128503
9.784999239590675	4034.7439082555175	2.19309634138725	0.008061437491602402
9.581161303559634	4029.7866383245632	2.211904838042061	0.007988891534756976
9.456468421368557	4025.3905375870754	2.2230642530736646	0.007894086237566808
9.224733711739205	4019.008997790549	2.2446915021339677	0.008129987064544231
9.146665729858503	4015.1802867289853	2.2514858535795126	0.008056821401739755
9.035773387098251	4009.290665893297	2.261066933580273	0.008127979434379047
8.801087566753267	4000.5037948706827	2.282869192081209	0.008224633530248299
8.674280844982578	3994.709915499077	2.2944738024823246	0.008195196728561619
8.433817752739456	3986.163902021094	2.3175837344010812	0.008162875026721195
8.319615876971618	3980.394016847397	2.3281726421823117	0.008292525646304614
7.994585315453744	3971.2153801980908	2.3610495812947994	0.008344006393400948
7.880795583699011	3966.513928599245	2.3722895544052527	0.008254293910127197
7.904494979511436	3968.2228943245686	2.370155012974815	0.008254293910127197
7.95077736025589	3970.828073135166	2.3657865311172865	0.008268504755214809
8.122077254676437	3974.625067212516	2.348012387893027	0.008281663578104826
8.319232647677191	3980.3845605363567	2.3282114150443944	0.008292525646304614
8.491602810149143	3987.7857196194623	2.311857016735041	0.008162875026721195
8.642177505888506	3993.9490612960935	2.2976576491048584	0.008077005696516721
8.942258899294306	4004.0641593790133	2.2691377025605957	0.008264540481796303
9.195149200571718	4017.48818525496	2.247237019500739	0.008129987064544231
9.467449951051993	4025.6715015295654	2.2220403900711574	0.007967410780295978
9.879975795146464	4039.671786693707	2.185356002719567	0.008136536659128503
10.31541379358636	4052.8003768661906	2.1472578522699908	0.007927478794010718
10.667473028795634	4060.3648286581756	2.116220482413845	0.007824902859490203
11.042136765233627	4066.47182173105	2.083318004342641	0.007836117413306405
11.367761792899312	4073.2654176182095	2.0560123946911677	0.00793834429118673
12.018457031668055	4079.921431034788	2.0009052718158595	0.007522752154305936
13.130175595272545	4076.008158538824	1.9078440725832433	0.007230847466633303
13.241005548096766	4073.3603817950925	1.8982389405492748	0.007028099871049914
13.379744624193131	4069.5634285102096	1.886185492506147	0.007156286953467412
13.67885133986149	4062.1490916694565	1.8610854158248369	0.006935838175028807
13.834552463275081	4053.6738730032084	1.8466535070400887	0.006975370167607219
14.153337643131962	4038.256151475161	1.8186379098105874	0.006912980961044733
14.439856845097735	4018.364984299739	1.792309987381163	0.006485293087778216
14.74204518788919	3987.1120856237876	1.7621984300886926	0.006337469198318747
15.073861860827959	3943.516457735915	1.7277839367819852	0.0060970424793533725
15.364483450019602	3875.088680507587	1.689976230650663	0.006015088445254549
15.628581656383451	3774.643114297596	1.6467048093429575	0.005585969930375998
15.790097508571336	3625.0219064041603	1.5980150150824464	0.004714732441123735
15.730624381565917	3400.9023839452407	1.543274015798505	0.0030585994446667413
