#Ma	Ra	avg_velo[]	positive_stream_area_fraction[]
1.0	1.0	0.16388751868811277	0.0
1.0	1.5848931924611136	0.16319712173406536	0.0
1.0	2.51188643150958	0.16210223051026046	0.0
1.0	3.981071705534973	0.16036525896763046	0.0
1.0	6.309573444801933	0.15760825325461114	0.0
1.0	10.0	0.1532289746542457	0.0
1.0	15.848931924611142	0.1462668496822479	0.0
1.0	25.11886431509581	0.13519254358796365	0.0
1.0	39.810717055349734	0.11761861276551629	0.0003950841817789934
1.0	63.09573444801933	0.09027999930281601	0.0038031522360677267
1.0	100.0	0.0551021049975282	0.41077575739012184
1.0	158.48931924611142	0.0836390373177314	0.9236744458203557
1.0	251.18864315095823	0.23574951264702723	0.9891805620439326
1.0	398.1071705534973	0.5598330235520922	0.9987448345552054
1.0	630.9573444801937	1.3190354282461012	1.0
1.0	1000.0	3.050769008198754	1.0
1.0	1584.893192461114	5.508286960694056	1.0
1.0	2511.886431509582	8.285345781701563	1.0
1.0	3981.0717055349733	11.481319214764405	1.0
1.0	6309.573444801937	15.281818670530233	1.0
1.0	10000.0	19.893071086807186	1.0
1.0	15848.93192461114	25.543008879825255	1.0
1.0	25118.864315095823	32.481073374408716	1.0
1.0	39810.71705534977	40.97581048141808	1.0
1.0	63095.73444801943	51.31388367261483	1.0
1.0	100000.0	63.79980605309747	1.0
1.5848931924611136	100000.0	63.80255577442386	1.0
1.5848931924611136	63095.73444801943	51.31679901025822	1.0
1.5848931924611136	39810.71705534977	40.97881712564113	1.0
1.5848931924611136	25118.864315095823	32.48403705750662	1.0
1.5848931924611136	15848.93192461114	25.545670362687993	1.0
1.5848931924611136	10000.0	19.894907010968332	1.0
1.5848931924611136	6309.573444801937	15.281753893571445	1.0
1.5848931924611136	3981.0717055349733	11.477088636189086	1.0
1.5848931924611136	2511.886431509582	8.271835099258944	1.0
1.5848931924611136	1584.893192461114	5.47237269722359	1.0
1.5848931924611136	1000.0	2.9595629844131066	1.0
1.5848931924611136	630.9573444801937	1.1839537835827048	0.9992348603370536
1.5848931924611136	398.1071705534973	0.44052934505221514	0.9906962369338556
1.5848931924611136	251.18864315095823	0.1430747158071493	0.9301583296795731
1.5848931924611136	158.48931924611142	0.0883200804317998	0.39965222913662696
1.5848931924611136	100.0	0.146707915550824	0.0024887142521193063
1.5848931924611136	63.09573444801933	0.1902666524740475	0.0003950841817789934
1.5848931924611136	39.810717055349734	0.21764084196735883	0.0
1.5848931924611136	25.11886431509581	0.23466617410174254	0.0
1.5848931924611136	15.848931924611142	0.24528511497696814	0.0
1.5848931924611136	10.0	0.25193205174890154	0.0
1.5848931924611136	6.309573444801933	0.2561040519551888	0.0
1.5848931924611136	3.981071705534973	0.25872755053871566	0.0
1.5848931924611136	2.51188643150958	0.2603792449183238	0.0
1.5848931924611136	1.5848931924611136	0.2614199669213457	0.0
1.5848931924611136	1.0	0.2620760481353402	0.0
2.51188643150958	1.0	0.4198763242526309	0.0
2.51188643150958	1.5848931924611136	0.41927792113308443	0.0
2.51188643150958	2.51188643150958	0.41832853988642615	0.0
2.51188643150958	3.981071705534973	0.4168214271961918	0.0
2.51188643150958	6.309573444801933	0.4144266669251109	0.0
2.51188643150958	10.0	0.41061563565915293	0.0
2.51188643150958	15.848931924611142	0.4045366285466902	0.0
2.51188643150958	25.11886431509581	0.3948038084799765	0.0
2.51188643150958	39.810717055349734	0.3791311464168099	0.0
2.51188643150958	63.09573444801933	0.3536742080865929	0.0
2.51188643150958	100.0	0.3118385025913684	0.0003950841817789934
2.51188643150958	158.48931924611142	0.24264377140523796	0.0016595650283098074
2.51188643150958	251.18864315095823	0.1428120905057272	0.3831569123683922
2.51188643150958	398.1071705534973	0.26214862925935	0.9409332192645506
2.51188643150958	630.9573444801937	0.9560223597651397	0.9937952023943337
2.51188643150958	1000.0	2.8031290339190043	0.9997081902931767
2.51188643150958	1584.893192461114	5.4137517914526905	1.0
2.51188643150958	2511.886431509582	8.25015713384656	1.0
2.51188643150958	3981.0717055349733	11.470325724939404	1.0
2.51188643150958	6309.573444801937	15.281630636348124	1.0
2.51188643150958	10000.0	19.897804753452878	1.0
2.51188643150958	15848.93192461114	25.549880045344775	1.0
2.51188643150958	25118.864315095823	32.48872825306979	1.0
2.51188643150958	39810.71705534977	40.98357825554355	1.0
2.51188643150958	63095.73444801943	51.32141671760847	1.0
2.51188643150958	100000.0	63.80691187014646	1.0
3.981071705534973	100000.0	63.81381096045766	1.0
3.981071705534973	63095.73444801943	51.328728211564325	1.0
3.981071705534973	39810.71705534977	40.99111376247864	1.0
3.981071705534973	25118.864315095823	32.49614816833239	1.0
3.981071705534973	15848.93192461114	25.556530133528288	1.0
3.981071705534973	10000.0	19.902365083449588	1.0
3.981071705534973	6309.573444801937	15.281379522462842	1.0
3.981071705534973	3981.0717055349733	11.4594558001549	1.0
3.981071705534973	2511.886431509582	8.215096783269505	1.0
3.981071705534973	1584.893192461114	5.316099932963627	1.0
3.981071705534973	1000.0	2.5160965399872803	0.9973155073283196
3.981071705534973	630.9573444801937	0.569074493636692	0.9584473642618839
3.981071705534973	398.1071705534973	0.23556624181465144	0.3395298148773452
3.981071705534973	251.18864315095823	0.4149650764095373	0.0013114001100346664
3.981071705534973	158.48931924611142	0.5226294560345934	0.0003950841817789934
3.981071705534973	100.0	0.5834069688865398	0.0
3.981071705534973	63.09573444801933	0.6190466972482839	0.0
3.981071705534973	39.810717055349734	0.6405243583916794	0.0
3.981071705534973	25.11886431509581	0.6536924710297761	0.0
3.981071705534973	15.848931924611142	0.6618530314080283	0.0
3.981071705534973	10.0	0.666944258501535	0.0
3.981071705534973	6.309573444801933	0.6701340506571114	0.0
3.981071705534973	3.981071705534973	0.6721375364621774	0.0
3.981071705534973	2.51188643150958	0.6733981209812833	0.0
3.981071705534973	1.5848931924611136	0.6741920952384018	0.0
3.981071705534973	1.0	0.674692502547418	0.0
6.309573444801933	1.0	1.0869036281253808	0.0
6.309573444801933	1.5848931924611136	1.086568724919606	0.0
6.309573444801933	2.51188643150958	1.0860373404119388	0.0
6.309573444801933	3.981071705534973	1.0851936489316716	0.0
6.309573444801933	6.309573444801933	1.08385269622696	0.0
6.309573444801933	10.0	1.0817178468073607	0.0
6.309573444801933	15.848931924611142	1.0783097862540627	0.0
6.309573444801933	25.11886431509581	1.0728463732550961	0.0
6.309573444801933	39.810717055349734	1.0640274083581167	0.0
6.309573444801933	63.09573444801933	1.0496320036610263	0.0
6.309573444801933	100.0	1.0256965531127749	0.0
6.309573444801933	158.48931924611142	0.9846369635868404	0.0
6.309573444801933	251.18864315095823	0.9102259943471142	0.0
6.309573444801933	398.1071705534973	0.760902858067693	0.0003950841817789934
6.309573444801933	630.9573444801937	0.4156021639285374	0.21537196222165914
6.309573444801933	1000.0	1.8892516201112175	0.985395627215831
6.309573444801933	1584.893192461114	5.147043001688063	0.9987448345552054
6.309573444801933	2511.886431509582	8.157596461880722	1.0
6.309573444801933	3981.0717055349733	11.441815603028482	1.0
6.309573444801933	6309.573444801937	15.280832808891446	1.0
6.309573444801933	10000.0	19.90950847939076	1.0
6.309573444801933	15848.93192461114	25.567013033997547	1.0
6.309573444801933	25118.864315095823	32.507868952623795	1.0
6.309573444801933	39810.71705534977	41.00303016314284	1.0
6.309573444801933	63095.73444801943	51.34029809667274	1.0
6.309573444801933	100000.0	63.82473293876268	1.0
10.0	100000.0	63.842011519692456	1.0
10.0	63095.73444801943	51.3585886915077	1.0
10.0	39810.71705534977	41.02184756195797	1.0
10.0	25118.864315095823	32.526343178213814	1.0
10.0	15848.93192461114	25.583476587297355	1.0
10.0	10000.0	19.920599627298042	1.0
10.0	6309.573444801937	15.279548290681547	1.0
10.0	3981.0717055349733	11.412687182798148	0.9997081902931767
10.0	2511.886431509582	8.06081722307579	0.9987448345552054
10.0	1584.893192461114	4.8286535913890685	0.9934771859704392
10.0	1000.0	1.30970957646111	0.0
10.0	630.9573444801937	1.615722626847105	0.0
10.0	398.1071705534973	1.6808002788097252	0.0
10.0	251.18864315095823	1.7091869832407616	0.0
10.0	158.48931924611142	1.7241701799987377	0.0
10.0	100.0	1.73274954952609	0.0
10.0	63.09573444801933	1.7378676465245664	0.0
10.0	39.810717055349734	1.7409905008249529	0.0
10.0	25.11886431509581	1.742920990959495	0.0
10.0	15.848931924611142	1.7441237990556764	0.0
10.0	10.0	1.7448767016015672	0.0
10.0	6.309573444801933	1.745349423562913	0.0
10.0	3.981071705534973	1.7456467727331642	0.0
10.0	2.51188643150958	1.745834023900063	0.0
10.0	1.5848931924611136	1.7459520272146742	0.0
10.0	1.0	1.7460264250014401	0.0
15.848931924611142	1.0	2.753931939963394	0.0
15.848931924611142	1.5848931924611136	2.7541870585173367	0.0
15.848931924611142	2.51188643150958	2.7545917865937892	0.0
15.848931924611142	3.981071705534973	2.755234227633843	0.0
15.848931924611142	6.309573444801933	2.7562549216960814	0.0
15.848931924611142	10.0	2.7578789012414378	0.0
15.848931924611142	15.848931924611142	2.760468630456699	0.0
15.848931924611142	25.11886431509581	2.7646125890837707	0.0
15.848931924611142	39.810717055349734	2.771283155316436	0.0
15.848931924611142	63.09573444801933	2.7821186683738257	0.0
15.848931924611142	100.0	2.7999793340293215	0.0
15.848931924611142	158.48931924611142	2.8301224751456524	0.0
15.848931924611142	251.18864315095823	2.882977262003751	0.0
15.848931924611142	398.1071705534973	2.9816104605431106	0.0
15.848931924611142	630.9573444801937	3.184907197010748	0.0
15.848931924611142	1000.0	3.663310813959778	0.0
15.848931924611142	1584.893192461114	4.81204323039954	0.0
15.848931924611142	2511.886431509582	6.862245000770188	0.0
15.848931924611142	3981.0717055349733	9.644042156198086	0.0
15.848931924611142	6309.573444801937	13.130508668682646	0.0
15.848931924611142	10000.0	17.441621840151583	0.0
15.848931924611142	15848.93192461114	22.76193157775746	0.0
15.848931924611142	25118.864315095823	29.315378421220927	0.0
15.848931924611142	39810.71705534977	37.34607029050628	0.0
15.848931924611142	63095.73444801943	47.07833633105868	0.0
15.848931924611142	100000.0	58.58904206909016	0.0
25.11886431509581	100000.0	58.83471444616718	0.0
25.11886431509581	63095.73444801943	47.328042801921804	0.0
25.11886431509581	39810.71705534977	37.623523914134665	0.0
25.11886431509581	25118.864315095823	29.638988773682357	0.0
25.11886431509581	15848.93192461114	23.154487065296053	0.0
25.11886431509581	10000.0	17.93664253348366	0.0
25.11886431509581	6309.573444801937	13.780686212206014	0.0
25.11886431509581	3981.0717055349733	10.53232690473329	0.0
25.11886431509581	2511.886431509582	8.100122167934863	0.0
25.11886431509581	1584.893192461114	6.43556977409651	0.0
25.11886431509581	1000.0	5.4344823842221635	0.0
25.11886431509581	630.9573444801937	4.885171993204022	0.0
25.11886431509581	398.1071705534973	4.586707119841255	0.0
25.11886431509581	251.18864315095823	4.419208734770683	0.0
25.11886431509581	158.48931924611142	4.3217673797509395	0.0
25.11886431509581	100.0	4.263491872664665	0.0
25.11886431509581	63.09573444801933	4.227971270309254	0.0
25.11886431509581	39.810717055349734	4.206048415766338	0.0
