#Ma	Ra	avg_velo[]	positive_stream_area_fraction[]
1.0	1.0	0.33303031358875945	0.0
1.0	1.5848931924611136	0.33123958942144616	0.0
1.0	2.51188643150958	0.3283966672623592	0.0
1.0	3.981071705534973	0.32387890890979815	0.0
1.0	6.309573444801933	0.3166888177425595	0.0
1.0	10.0	0.3052194907987893	0.0
1.0	15.848931924611142	0.2868634735993934	0.0
1.0	25.11886431509581	0.2573640520404574	0.0
1.0	39.810717055349734	0.20988367340188716	0.0
1.0	63.09573444801933	0.13606231949349362	0.0
1.0	100.0	0.09568585822456556	0.8244331279728597
1.0	158.48931924611142	0.3316508011441807	0.9884273538195483
1.0	251.18864315095823	0.8895168698466175	0.9993176054685904
1.0	398.1071705534973	2.1070087014862726	1.0
1.0	630.9573444801937	4.138932254570522	1.0
1.0	1000.0	6.561153593198711	1.0
1.0	1584.893192461114	9.283811202142399	1.0
1.0	2511.886431509582	12.428928637424137	1.0
1.0	3981.0717055349733	16.15396206228238	1.0
1.0	6309.573444801937	20.63260850818862	1.0
1.0	10000.0	26.05497519359097	1.0
1.0	15848.93192461114	32.626020669653734	1.0
1.0	25118.864315095823	40.56107645886939	1.0
1.0	39810.71705534977	50.078409104442805	1.0
1.0	63095.73444801943	61.3854621025231	1.0
1.0	100000.0	74.65226015236367	1.0
1.5848931924611136	100000.0	74.65330055611793	1.0
1.5848931924611136	63095.73444801943	61.386605568308276	1.0
1.5848931924611136	39810.71705534977	50.07954145652669	1.0
1.5848931924611136	25118.864315095823	40.56203218133308	1.0
1.5848931924611136	15848.93192461114	32.62651077735097	1.0
1.5848931924611136	10000.0	26.054458234909795	1.0
1.5848931924611136	6309.573444801937	20.630058720191546	1.0
1.5848931924611136	3981.0717055349733	16.147440420379642	1.0
1.5848931924611136	2511.886431509582	12.414709580078707	1.0
1.5848931924611136	1584.893192461114	9.254336706216808	1.0
1.5848931924611136	1000.0	6.499544483000173	1.0
1.5848931924611136	630.9573444801937	4.005120345989272	1.0
1.5848931924611136	398.1071705534973	1.8605999448100397	0.9997667242006898
1.5848931924611136	251.18864315095823	0.6322966604254628	0.9914345861661685
1.5848931924611136	158.48931924611142	0.157379255220727	0.8389538154861528
1.5848931924611136	100.0	0.22513771058566792	0.0
1.5848931924611136	63.09573444801933	0.3454672997620171	0.0
1.5848931924611136	39.810717055349734	0.4192830212121223	0.0
1.5848931924611136	25.11886431509581	0.4639822773469973	0.0
1.5848931924611136	15.848931924611142	0.49137923894845364	0.0
1.5848931924611136	10.0	0.5083412236889722	0.0
1.5848931924611136	6.309573444801933	0.5189146362173498	0.0
1.5848931924611136	3.981071705534973	0.5255348851531918	0.0
1.5848931924611136	2.51188643150958	0.529691689151554	0.0
